Feature,n_folds_selected,mean_rank_when_selected,mean_importance_share,mean_chi2_score,Model,pct_folds_selected
txt:debt payer,1,312.0,0.0,5.7,RandomForest,7.1
txt:growing business,1,312.0,0.0,1.64,RandomForest,7.1
txt:service agency,1,313.0,0.0,3.09,RandomForest,7.1
txt:dennis,1,314.0,0.0,2.74,RandomForest,7.1
txt:greene,1,314.0,0.0,3.74,RandomForest,7.1
txt:help looking,1,314.0,0.0,1.06,RandomForest,7.1
txt:debt joseph,1,315.0,0.0,4.46,RandomForest,7.1
txt:elimination high,1,315.0,0.0,2.54,RandomForest,7.1
txt:getting life,1,315.0,0.0,2.66,RandomForest,7.1
txt:halfway,1,315.0,0.0,1.64,RandomForest,7.1
txt:head start,1,315.0,0.0,2.24,RandomForest,7.1
txt:help job,1,315.0,0.0,0.94,RandomForest,7.1
txt:gift,1,316.0,0.0,1.14,RandomForest,7.1
txt:dental debt,1,317.0,0.0,4.43,RandomForest,7.1
txt:electronics,1,317.0,0.0,3.11,RandomForest,7.1
txt:financial life,1,317.0,0.0,2.04,RandomForest,7.1
txt:desperate,1,318.0,0.0,4.46,RandomForest,7.1
txt:help daughter,1,318.0,0.0,1.27,RandomForest,7.1
txt:funeral expense,1,319.0,0.0,1.15,RandomForest,7.1
txt:half paid,1,319.0,0.0,1.29,RandomForest,7.1
txt:destroy debt,1,320.0,0.0,4.05,RandomForest,7.1
txt:dmc,1,320.0,0.0,3.38,RandomForest,7.1
txt:help accomplish,1,320.0,0.0,1.75,RandomForest,7.1
txt:dough,1,321.0,0.0,6.4,RandomForest,7.1
txt:fairchild,1,321.0,0.0,2.37,RandomForest,7.1
txt:fund needed,1,321.0,0.0,1.16,RandomForest,7.1
txt:driller,1,322.0,0.0,3.92,RandomForest,7.1
txt:fund debt,1,322.0,0.0,1.07,RandomForest,7.1
txt:darling,1,323.0,0.0,5.3,RandomForest,7.1
txt:debt army,1,323.0,0.0,3.62,RandomForest,7.1
txt:finish house,1,323.0,0.0,1.96,RandomForest,7.1
txt:fund buy,1,323.0,0.0,1.31,RandomForest,7.1
txt:getting better,1,323.0,0.0,1.78,RandomForest,7.1
txt:dept pay,1,324.0,0.0,3.3,RandomForest,7.1
txt:express discover,1,324.0,0.0,2.32,RandomForest,7.1
txt:fully funded,1,324.0,0.0,1.52,RandomForest,7.1
txt:gate,1,324.0,0.0,3.02,RandomForest,7.1
txt:having pay,1,324.0,0.0,0.99,RandomForest,7.1
txt:year teaching,1,324.0,0.0,1.55,RandomForest,7.1
txt:craft,1,325.0,0.0,3.7,RandomForest,7.1
txt:davis county,1,325.0,0.0,5.55,RandomForest,7.1
txt:financial corp,1,325.0,0.0,4.02,RandomForest,7.1
txt:fusion,1,325.0,0.0,1.8,RandomForest,7.1
txt:geico,1,325.0,0.0,2.67,RandomForest,7.1
txt:dayton,1,326.0,0.0,3.78,RandomForest,7.1
txt:finance home,1,326.0,0.0,2.68,RandomForest,7.1
txt:fund small,1,326.0,0.0,1.84,RandomForest,7.1
txt:credit moving,1,327.0,0.0,3.3,RandomForest,7.1
txt:debt admin,1,327.0,0.0,4.78,RandomForest,7.1
txt:final year,1,327.0,0.0,2.0,RandomForest,7.1
txt:freeing,1,327.0,0.0,1.12,RandomForest,7.1
txt:debt area,1,328.0,0.0,6.14,RandomForest,7.1
txt:fedex freight,1,328.0,0.0,2.09,RandomForest,7.1
txt:forward life,1,328.0,0.0,0.71,RandomForest,7.1
txt:desperately trying,1,329.0,0.0,2.68,RandomForest,7.1
txt:dairy queen,1,330.0,0.0,3.62,RandomForest,7.1
txt:debt combining,1,330.0,0.0,3.74,RandomForest,7.1
txt:force,1,330.0,0.0,1.05,RandomForest,7.1
txt:fresno,1,330.0,0.0,1.92,RandomForest,7.1
txt:money friend,1,330.0,0.0,2.71,RandomForest,7.1
txt:dental pay,1,331.0,0.0,2.61,RandomForest,7.1
txt:going paying,1,331.0,0.0,0.9,RandomForest,7.1
txt:cummings,1,332.0,0.0,3.39,RandomForest,7.1
txt:flight,1,332.0,0.0,0.74,RandomForest,7.1
txt:month dept,1,332.0,0.0,2.79,RandomForest,7.1
txt:year refi,1,332.0,0.0,2.19,RandomForest,7.1
txt:damaging,1,333.0,0.0,3.78,RandomForest,7.1
txt:employer looking,1,333.0,0.0,2.15,RandomForest,7.1
txt:fitness,1,333.0,0.0,0.73,RandomForest,7.1
txt:funded able,1,333.0,0.0,1.57,RandomForest,7.1
txt:fund plan,1,334.0,0.0,1.26,RandomForest,7.1
txt:debt fixer,1,335.0,0.0,4.62,RandomForest,7.1
txt:fine,1,335.0,0.0,1.04,RandomForest,7.1
txt:financial group,1,336.0,0.0,0.79,RandomForest,7.1
txt:fund allow,1,336.0,0.0,1.58,RandomForest,7.1
txt:different day,1,337.0,0.0,2.36,RandomForest,7.1
txt:expansion,1,337.0,0.0,2.95,RandomForest,7.1
txt:fifth,1,337.0,0.0,0.78,RandomForest,7.1
txt:year lived,1,337.0,0.0,1.38,RandomForest,7.1
txt:everett,1,339.0,0.0,2.69,RandomForest,7.1
txt:county human,1,340.0,0.0,3.88,RandomForest,7.1
txt:family help,1,340.0,0.0,1.1,RandomForest,7.1
txt:free money,1,340.0,0.0,1.22,RandomForest,7.1
txt:debt helper,1,342.0,0.0,3.2,RandomForest,7.1
txt:financial crisis,1,342.0,0.0,1.66,RandomForest,7.1
txt:year increased,1,342.0,0.0,1.15,RandomForest,7.1
txt:year manager,1,342.0,0.0,1.75,RandomForest,7.1
txt:flavor,1,343.0,0.0,2.39,RandomForest,7.1
txt:financial burden,1,344.0,0.0,1.66,RandomForest,7.1
txt:expense include,1,345.0,0.0,0.8,RandomForest,7.1
txt:worker looking,1,345.0,0.0,3.55,RandomForest,7.1
txt:contruction,1,346.0,0.0,3.37,RandomForest,7.1
txt:exciting,1,346.0,0.0,0.91,RandomForest,7.1
txt:expense unexpected,1,346.0,0.0,1.54,RandomForest,7.1
txt:easier help,1,347.0,0.0,2.04,RandomForest,7.1
txt:custodian,1,348.0,0.0,9.17,RandomForest,7.1
txt:diligently paying,1,348.0,0.0,2.42,RandomForest,7.1
txt:excellent employment,1,348.0,0.0,1.83,RandomForest,7.1
txt:consolidation swiss,1,349.0,0.0,3.77,RandomForest,7.1
txt:dependable job,1,349.0,0.0,2.03,RandomForest,7.1
txt:express chase,1,349.0,0.0,1.81,RandomForest,7.1
txt:enterprise,1,350.0,0.0,0.84,RandomForest,7.1
txt:expense didn,1,350.0,0.0,1.71,RandomForest,7.1
txt:coty,1,351.0,0.0,3.43,RandomForest,7.1
txt:dunkin,1,351.0,0.0,4.65,RandomForest,7.1
txt:establishing credit,1,351.0,0.0,1.43,RandomForest,7.1
txt:excess,1,351.0,0.0,1.19,RandomForest,7.1
txt:year add,1,353.0,0.0,1.9,RandomForest,7.1
txt:year consolidate,1,353.0,0.0,0.84,RandomForest,7.1
txt:enable,1,354.0,0.0,0.76,RandomForest,7.1
txt:debt obtain,1,355.0,0.0,2.57,RandomForest,7.1
txt:environment,1,355.0,0.0,0.9,RandomForest,7.1
txt:driven,1,356.0,0.0,0.77,RandomForest,7.1
txt:eliminate higher,1,356.0,0.0,1.74,RandomForest,7.1
txt:wife use,1,356.0,0.0,1.72,RandomForest,7.1
txt:door,1,358.0,0.0,1.59,RandomForest,7.1
txt:easier manage,1,358.0,0.0,1.64,RandomForest,7.1
txt:ent,1,358.0,0.0,1.95,RandomForest,7.1
txt:ending,1,359.0,0.0,1.29,RandomForest,7.1
txt:credit bank,1,360.0,0.0,2.67,RandomForest,7.1
txt:dog,1,360.0,0.0,0.91,RandomForest,7.1
txt:eaton,1,360.0,0.0,2.08,RandomForest,7.1
txt:consolidation village,1,361.0,0.0,3.07,RandomForest,7.1
txt:consuladation,1,361.0,0.0,4.13,RandomForest,7.1
txt:contracting officer,1,362.0,0.0,3.73,RandomForest,7.1
txt:documentation,1,362.0,0.0,1.18,RandomForest,7.1
txt:doing home,1,362.0,0.0,2.01,RandomForest,7.1
txt:dying,1,362.0,0.0,1.32,RandomForest,7.1
txt:work place,1,362.0,0.0,1.63,RandomForest,7.1
txt:consolidation nursing,1,363.0,0.0,6.84,RandomForest,7.1
txt:working company,1,363.0,0.0,1.48,RandomForest,7.1
txt:consolidation saint,1,364.0,0.0,3.42,RandomForest,7.1
txt:const,1,364.0,0.0,3.71,RandomForest,7.1
txt:cowboy,1,364.0,0.0,2.79,RandomForest,7.1
txt:division,1,364.0,0.0,1.22,RandomForest,7.1
txt:use payment,1,364.0,0.0,2.77,RandomForest,7.1
txt:worldwide,1,364.0,0.0,1.1,RandomForest,7.1
txt:year consolidated,1,365.0,0.0,2.04,RandomForest,7.1
txt:consolidation postal,1,366.0,0.0,4.28,RandomForest,7.1
txt:disease,1,366.0,0.0,1.08,RandomForest,7.1
txt:consolitdation,1,367.0,0.0,3.06,RandomForest,7.1
txt:debt federal,1,368.0,0.0,2.02,RandomForest,7.1
txt:dept correction,1,368.0,0.0,1.39,RandomForest,7.1
txt:depts,1,368.0,0.0,1.93,RandomForest,7.1
txt:stay monthly,1,368.0,0.0,2.36,RandomForest,7.1
txt:consolidation rose,1,369.0,0.0,3.99,RandomForest,7.1
txt:consolidation volvo,1,369.0,0.0,3.04,RandomForest,7.1
txt:debt fargo,1,369.0,0.0,2.15,RandomForest,7.1
txt:dept store,1,369.0,0.0,2.73,RandomForest,7.1
txt:stony,1,369.0,0.0,4.08,RandomForest,7.1
txt:work job,1,369.0,0.0,1.66,RandomForest,7.1
txt:deduction,1,370.0,0.0,1.18,RandomForest,7.1
txt:dental work,1,370.0,0.0,2.25,RandomForest,7.1
txt:worker stable,1,370.0,0.0,1.86,RandomForest,7.1
txt:consolidation viacom,1,371.0,0.0,2.74,RandomForest,7.1
txt:debt scheduled,1,371.0,0.0,2.89,RandomForest,7.1
txt:debt starting,1,371.0,0.0,3.63,RandomForest,7.1
txt:deductible,1,371.0,0.0,0.82,RandomForest,7.1
txt:consolidation natural,1,372.0,0.0,3.17,RandomForest,7.1
txt:work care,1,372.0,0.0,3.49,RandomForest,7.1
txt:cumberland,1,373.0,0.0,2.05,RandomForest,7.1
txt:decreasing,1,373.0,0.0,0.97,RandomForest,7.1
txt:discrepancy,1,375.0,0.0,1.32,RandomForest,7.1
txt:year taking,1,375.0,0.0,1.06,RandomForest,7.1
txt:consolidation signature,1,376.0,0.0,2.62,RandomForest,7.1
txt:consolidation jewish,1,377.0,0.0,3.92,RandomForest,7.1
txt:debt cosolidation,1,377.0,0.0,1.08,RandomForest,7.1
txt:debt paying,1,377.0,0.0,0.69,RandomForest,7.1
txt:consolidation master,1,378.0,0.0,4.55,RandomForest,7.1
txt:debt simple,1,378.0,0.0,1.18,RandomForest,7.1
txt:debt consol,1,379.0,0.0,1.17,RandomForest,7.1
txt:cuisine,1,381.0,0.0,2.82,RandomForest,7.1
txt:debt little,1,381.0,0.0,1.16,RandomForest,7.1
txt:cut high,1,382.0,0.0,2.31,RandomForest,7.1
txt:wisconsin,1,382.0,0.0,1.16,RandomForest,7.1
txt:dear,1,384.0,0.0,1.11,RandomForest,7.1
txt:debt consoladation,1,384.0,0.0,1.81,RandomForest,7.1
txt:credit checked,1,385.0,0.0,1.95,RandomForest,7.1
txt:day fund,1,385.0,0.0,1.19,RandomForest,7.1
txt:dealer,1,385.0,0.0,1.35,RandomForest,7.1
txt:consolidation ross,1,386.0,0.0,4.17,RandomForest,7.1
txt:dave,1,387.0,0.0,1.12,RandomForest,7.1
txt:consolidation aep,1,388.0,0.0,3.7,RandomForest,7.1
txt:consolidation consolidated,1,388.0,0.0,3.63,RandomForest,7.1
txt:consolidation line,1,388.0,0.0,11.05,RandomForest,7.1
txt:daughter college,1,388.0,0.0,1.85,RandomForest,7.1
txt:deb,1,388.0,0.0,1.74,RandomForest,7.1
txt:consolidation commerce,1,389.0,0.0,4.68,RandomForest,7.1
txt:consolidation machine,1,389.0,0.0,11.36,RandomForest,7.1
txt:weren,1,389.0,0.0,0.96,RandomForest,7.1
txt:day payment,1,390.0,0.0,1.78,RandomForest,7.1
txt:consolidation bell,1,391.0,0.0,4.87,RandomForest,7.1
txt:consolidation collier,1,391.0,0.0,3.26,RandomForest,7.1
txt:consolidation mission,1,391.0,0.0,2.74,RandomForest,7.1
txt:consolidation royal,1,391.0,0.0,3.38,RandomForest,7.1
txt:consolidation midwest,1,392.0,0.0,2.65,RandomForest,7.1
txt:credit risk,1,392.0,0.0,1.12,RandomForest,7.1
txt:custom,1,392.0,0.0,0.95,RandomForest,7.1
txt:consolidation employment,1,393.0,0.0,4.63,RandomForest,7.1
txt:consolidation engineer,1,394.0,0.0,4.49,RandomForest,7.1
txt:consolidation king,1,394.0,0.0,2.59,RandomForest,7.1
txt:consolidation niagara,1,394.0,0.0,4.53,RandomForest,7.1
txt:consolidation night,1,394.0,0.0,4.42,RandomForest,7.1
txt:credit payoff,1,394.0,0.0,2.69,RandomForest,7.1
txt:wedding new,1,394.0,0.0,0.75,RandomForest,7.1
txt:consolidate lowes,1,395.0,0.0,10.91,RandomForest,7.1
txt:credit problem,1,395.0,0.0,1.23,RandomForest,7.1
txt:creek,1,395.0,0.0,0.72,RandomForest,7.1
txt:consolidating total,1,396.0,0.0,3.12,RandomForest,7.1
txt:consolidation naval,1,396.0,0.0,2.82,RandomForest,7.1
txt:couple week,1,396.0,0.0,1.56,RandomForest,7.1
txt:credit review,1,396.0,0.0,0.93,RandomForest,7.1
txt:consolidate track,1,397.0,0.0,3.26,RandomForest,7.1
txt:consolidation inova,1,397.0,0.0,3.2,RandomForest,7.1
txt:credit missed,1,397.0,0.0,0.72,RandomForest,7.1
txt:consolidate freedom,1,398.0,0.0,3.2,RandomForest,7.1
txt:consolidation cashier,1,398.0,0.0,9.76,RandomForest,7.1
txt:copy,1,398.0,0.0,1.41,RandomForest,7.1
txt:york life,1,398.0,0.0,2.35,RandomForest,7.1
txt:consolidation catalina,1,399.0,0.0,5.43,RandomForest,7.1
txt:cost home,1,399.0,0.0,1.33,RandomForest,7.1
txt:consolidation christopher,1,400.0,0.0,4.99,RandomForest,7.1
txt:county dept,1,400.0,0.0,2.32,RandomForest,7.1
txt:washington university,1,401.0,0.0,0.78,RandomForest,7.1
txt:consolidation cnc,1,402.0,0.0,6.43,RandomForest,7.1
txt:consolidation hilton,1,402.0,0.0,2.57,RandomForest,7.1
txt:consolidaton,1,402.0,0.0,2.44,RandomForest,7.1
txt:cover medical,1,402.0,0.0,2.76,RandomForest,7.1
txt:clinical lab,1,403.0,0.0,3.52,RandomForest,7.1
txt:consolidation local,1,403.0,0.0,3.18,RandomForest,7.1
txt:contracted,1,403.0,0.0,0.96,RandomForest,7.1
txt:window door,1,403.0,0.0,1.54,RandomForest,7.1
txt:cnc,1,404.0,0.0,3.49,RandomForest,7.1
txt:consolidation higher,1,404.0,0.0,3.82,RandomForest,7.1
txt:consolidation care,1,405.0,0.0,3.55,RandomForest,7.1
txt:consolidation dairy,1,405.0,0.0,3.78,RandomForest,7.1
txt:consolidation henry,1,405.0,0.0,3.81,RandomForest,7.1
txt:combine payment,1,406.0,0.0,2.94,RandomForest,7.1
txt:condolidation,1,406.0,0.0,4.1,RandomForest,7.1
txt:consolidation great,1,406.0,0.0,1.59,RandomForest,7.1
txt:consolidation institute,1,406.0,0.0,2.83,RandomForest,7.1
txt:wamu,1,406.0,0.0,0.96,RandomForest,7.1
txt:consolidation floor,1,407.0,0.0,3.94,RandomForest,7.1
txt:wardrobe,1,407.0,0.0,2.94,RandomForest,7.1
txt:wedding june,1,407.0,0.0,2.05,RandomForest,7.1
txt:community hospice,1,408.0,0.0,2.87,RandomForest,7.1
txt:consolidate various,1,408.0,0.0,2.19,RandomForest,7.1
txt:consolidation fund,1,408.0,0.0,2.42,RandomForest,7.1
txt:consolidation golden,1,408.0,0.0,1.97,RandomForest,7.1
txt:consolidation kohl,1,408.0,0.0,2.96,RandomForest,7.1
txt:consolidation verizon,1,408.0,0.0,1.04,RandomForest,7.1
txt:consolidation dell,1,409.0,0.0,2.96,RandomForest,7.1
txt:consolidation garden,1,409.0,0.0,2.62,RandomForest,7.1
txt:consolidation purpose,1,409.0,0.0,0.77,RandomForest,7.1
txt:consolidation refinancing,1,409.0,0.0,2.12,RandomForest,7.1
txt:lamar,1,409.0,0.0,3.84,RandomForest,7.1
txt:consolidation coast,1,410.0,0.0,1.93,RandomForest,7.1
txt:consolidation medco,1,410.0,0.0,2.36,RandomForest,7.1
txt:consolidation payment,1,410.0,0.0,1.9,RandomForest,7.1
txt:consilidate debt,1,411.0,0.0,1.71,RandomForest,7.1
txt:consoliation,1,411.0,0.0,1.25,RandomForest,7.1
txt:consolidate home,1,411.0,0.0,0.82,RandomForest,7.1
txt:consolidation frito,1,411.0,0.0,2.71,RandomForest,7.1
